product_id,name,price,description,specifications,category,brand,image,rating,battery_life,windows_free,weight_kg,ram_gb,ssd_gb,display_size,processor_type
LEN0593,Lenovo Model 593,88281,"Lenovo laptop with Intel i7, 4GB RAM, 256GB SSD, 14-inch display","Intel i7, 4GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Convertible,Lenovo,Image of Lenovo Model 593,3.8,5,No,1.28,4,256,14-inch,Intel i7
LG0594,LG Model 594,96534,"LG laptop with Apple M2, 4GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Gaming,LG,Image of LG Model 594,3.6,9,Yes,2.67,4,128,15.6-inch,Apple M2
LEN0595,Lenovo Model 595,32173,"Lenovo laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Business,Lenovo,Image of Lenovo Model 595,3.6,9,No,3.87,6,256,15.6-inch,Apple M3
MSI0596,MSI Model 596,97280,"MSI laptop with Intel i5, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Business,MSI,Image of MSI Model 596,4.9,11,Yes,2.09,10,128,15.6-inch,Intel i5
LEN0597,Lenovo Model 597,95453,"Lenovo laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Gaming,Lenovo,Image of Lenovo Model 597,4.4,4,No,1.97,8,256,15.6-inch,AMD Ryzen 7
MSI0598,MSI Model 598,53338,"MSI laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Workstation,MSI,Image of MSI Model 598,4.6,14,Yes,1.69,6,512,15.6-inch,AMD Ryzen 7
MSI0599,MSI Model 599,67389,"MSI laptop with AMD Ryzen 7, 4GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 4GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Gaming,MSI,Image of MSI Model 599,4.0,6,Yes,1.74,4,512,14-inch,AMD Ryzen 7
MSI0600,MSI Model 600,94299,"MSI laptop with Apple M2, 10GB RAM, 512GB SSD, 14-inch display","Apple M2, 10GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Student,MSI,Image of MSI Model 600,3.9,9,No,4.5,10,512,14-inch,Apple M2
ACE0601,Acer Model 601,44752,"Acer laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 11hrs",Business,Acer,Image of Acer Model 601,4.6,11,No,4.12,12,128,14-inch,Intel i7
SAM0602,Samsung Model 602,21398,"Samsung laptop with Apple M1, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Workstation,Samsung,Image of Samsung Model 602,4.1,4,No,3.33,4,512,15.6-inch,Apple M1
ACE0603,Acer Model 603,90517,"Acer laptop with Apple M1, 8GB RAM, 256GB SSD, 14-inch display","Apple M1, 8GB RAM, 256GB SSD, 14-inch, Battery: 14hrs",Business,Acer,Image of Acer Model 603,4.1,14,No,3.92,8,256,14-inch,Apple M1
ASU0604,Asus Model 604,25759,"Asus laptop with Apple M2, 12GB RAM, 256GB SSD, 14-inch display","Apple M2, 12GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Student,Asus,Image of Asus Model 604,4.8,9,Yes,3.99,12,256,14-inch,Apple M2
HP0605,HP Model 605,48698,"HP laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 14hrs",Gaming,HP,Image of HP Model 605,4.0,14,No,3.41,6,256,15.6-inch,Apple M3
LG0606,LG Model 606,65785,"LG laptop with Apple M2, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Ultrabook,LG,Image of LG Model 606,4.7,9,Yes,1.38,8,128,15.6-inch,Apple M2
MSI0607,MSI Model 607,41032,"MSI laptop with Apple M3, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Ultrabook,MSI,Image of MSI Model 607,3.7,9,Yes,3.71,10,256,15.6-inch,Apple M3
MSI0608,MSI Model 608,84082,"MSI laptop with AMD Ryzen 5, 4GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Business,MSI,Image of MSI Model 608,4.2,14,Yes,2.5,4,128,14-inch,AMD Ryzen 5
LG0609,LG Model 609,98906,"LG laptop with AMD Ryzen 5, 10GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 10GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Ultrabook,LG,Image of LG Model 609,4.9,14,No,1.78,10,512,14-inch,AMD Ryzen 5
ASU0610,Asus Model 610,87592,"Asus laptop with Intel i7, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Convertible,Asus,Image of Asus Model 610,3.8,10,Yes,3.58,8,128,15.6-inch,Intel i7
MIC0611,Microsoft Model 611,60508,"Microsoft laptop with Intel i5, 10GB RAM, 256GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Student,Microsoft,Image of Microsoft Model 611,4.2,5,Yes,2.51,10,256,15.6-inch,Intel i5
ASU0612,Asus Model 612,55228,"Asus laptop with Apple M3, 4GB RAM, 512GB SSD, 14-inch display","Apple M3, 4GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Gaming,Asus,Image of Asus Model 612,4.5,11,No,2.11,4,512,14-inch,Apple M3
MIC0613,Microsoft Model 613,69609,"Microsoft laptop with Intel i5, 8GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Student,Microsoft,Image of Microsoft Model 613,4.5,9,Yes,2.84,8,512,15.6-inch,Intel i5
ASU0614,Asus Model 614,17759,"Asus laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch, Battery: 11hrs",Business,Asus,Image of Asus Model 614,4.3,11,No,2.54,6,128,14-inch,AMD Ryzen 7
ASU0615,Asus Model 615,57918,"Asus laptop with Apple M2, 6GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Ultrabook,Asus,Image of Asus Model 615,4.6,11,No,3.44,6,128,15.6-inch,Apple M2
APP0616,Apple Model 616,42687,"Apple laptop with Apple M2, 6GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Apple,Image of Apple Model 616,4.2,14,Yes,2.56,6,512,15.6-inch,Apple M2
ACE0617,Acer Model 617,24920,"Acer laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Workstation,Acer,Image of Acer Model 617,4.7,11,No,2.95,12,256,15.6-inch,AMD Ryzen 5
ACE0618,Acer Model 618,55073,"Acer laptop with Apple M1, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Ultrabook,Acer,Image of Acer Model 618,3.5,6,No,2.99,6,256,15.6-inch,Apple M1
MIC0619,Microsoft Model 619,88316,"Microsoft laptop with Apple M3, 12GB RAM, 128GB SSD, 14-inch display","Apple M3, 12GB RAM, 128GB SSD, 14-inch, Battery: 11hrs",Convertible,Microsoft,Image of Microsoft Model 619,4.4,11,Yes,2.91,12,128,14-inch,Apple M3
ASU0620,Asus Model 620,33368,"Asus laptop with Intel i3, 8GB RAM, 512GB SSD, 14-inch display","Intel i3, 8GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Convertible,Asus,Image of Asus Model 620,4.9,9,No,3.27,8,512,14-inch,Intel i3
LEN0621,Lenovo Model 621,75985,"Lenovo laptop with Intel i3, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Convertible,Lenovo,Image of Lenovo Model 621,4.4,10,No,3.82,8,128,15.6-inch,Intel i3
APP0622,Apple Model 622,84762,"Apple laptop with Apple M1, 4GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Business,Apple,Image of Apple Model 622,4.3,10,No,2.97,4,128,15.6-inch,Apple M1
ASU0623,Asus Model 623,19387,"Asus laptop with Apple M3, 6GB RAM, 128GB SSD, 14-inch display","Apple M3, 6GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Convertible,Asus,Image of Asus Model 623,4.1,9,No,3.54,6,128,14-inch,Apple M3
DEL0624,Dell Model 624,30300,"Dell laptop with Apple M3, 6GB RAM, 256GB SSD, 14-inch display","Apple M3, 6GB RAM, 256GB SSD, 14-inch, Battery: 8hrs",Gaming,Dell,Image of Dell Model 624,3.8,8,Yes,1.65,6,256,14-inch,Apple M3
MIC0625,Microsoft Model 625,32805,"Microsoft laptop with AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch, Battery: 12hrs",Workstation,Microsoft,Image of Microsoft Model 625,3.8,12,No,4.02,10,512,14-inch,AMD Ryzen 7
DEL0626,Dell Model 626,31653,"Dell laptop with Apple M1, 12GB RAM, 128GB SSD, 14-inch display","Apple M1, 12GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Convertible,Dell,Image of Dell Model 626,4.6,6,Yes,2.04,12,128,14-inch,Apple M1
DEL0627,Dell Model 627,21873,"Dell laptop with Intel i5, 6GB RAM, 512GB SSD, 14-inch display","Intel i5, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Ultrabook,Dell,Image of Dell Model 627,3.8,9,Yes,3.01,6,512,14-inch,Intel i5
HP0628,HP Model 628,64906,"HP laptop with Intel i5, 4GB RAM, 512GB SSD, 14-inch display","Intel i5, 4GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,HP,Image of HP Model 628,3.7,5,Yes,3.21,4,512,14-inch,Intel i5
HP0629,HP Model 629,99272,"HP laptop with Intel i7, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Gaming,HP,Image of HP Model 629,4.4,4,Yes,4.36,8,128,15.6-inch,Intel i7
MIC0630,Microsoft Model 630,20215,"Microsoft laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch, Battery: 12hrs",Workstation,Microsoft,Image of Microsoft Model 630,4.1,12,Yes,2.68,6,128,14-inch,AMD Ryzen 7
APP0631,Apple Model 631,48625,"Apple laptop with Intel i5, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Convertible,Apple,Image of Apple Model 631,3.6,13,Yes,3.4,10,128,15.6-inch,Intel i5
LEN0632,Lenovo Model 632,61701,"Lenovo laptop with AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Gaming,Lenovo,Image of Lenovo Model 632,4.8,13,Yes,3.76,10,128,15.6-inch,AMD Ryzen 5
HP0633,HP Model 633,92784,"HP laptop with Apple M1, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Gaming,HP,Image of HP Model 633,3.6,4,No,3.92,6,256,15.6-inch,Apple M1
APP0634,Apple Model 634,52907,"Apple laptop with Apple M3, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 11hrs",Workstation,Apple,Image of Apple Model 634,4.5,11,Yes,3.96,6,256,15.6-inch,Apple M3
MIC0635,Microsoft Model 635,46740,"Microsoft laptop with Intel i3, 4GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Student,Microsoft,Image of Microsoft Model 635,4.2,4,No,2.08,4,128,15.6-inch,Intel i3
APP0636,Apple Model 636,73563,"Apple laptop with AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Workstation,Apple,Image of Apple Model 636,4.3,11,Yes,1.27,10,256,14-inch,AMD Ryzen 7
ASU0637,Asus Model 637,17904,"Asus laptop with Apple M3, 10GB RAM, 256GB SSD, 14-inch display","Apple M3, 10GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Workstation,Asus,Image of Asus Model 637,4.0,11,Yes,3.73,10,256,14-inch,Apple M3
DEL0638,Dell Model 638,89380,"Dell laptop with Apple M1, 4GB RAM, 256GB SSD, 14-inch display","Apple M1, 4GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Student,Dell,Image of Dell Model 638,4.3,11,Yes,2.74,4,256,14-inch,Apple M1
MSI0639,MSI Model 639,91464,"MSI laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 14hrs",Business,MSI,Image of MSI Model 639,3.8,14,No,1.41,8,256,15.6-inch,AMD Ryzen 7
ASU0640,Asus Model 640,42410,"Asus laptop with Apple M1, 12GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Convertible,Asus,Image of Asus Model 640,4.0,14,No,4.06,12,512,15.6-inch,Apple M1
ASU0641,Asus Model 641,55405,"Asus laptop with Intel i5, 4GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Student,Asus,Image of Asus Model 641,4.7,6,Yes,3.01,4,128,15.6-inch,Intel i5
LEN0642,Lenovo Model 642,82649,"Lenovo laptop with AMD Ryzen 5, 6GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 6GB RAM, 256GB SSD, 14-inch, Battery: 14hrs",Business,Lenovo,Image of Lenovo Model 642,4.6,14,Yes,3.47,6,256,14-inch,AMD Ryzen 5
LEN0643,Lenovo Model 643,70796,"Lenovo laptop with AMD Ryzen 5, 8GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Business,Lenovo,Image of Lenovo Model 643,3.8,10,No,2.13,8,512,15.6-inch,AMD Ryzen 5
LG0644,LG Model 644,79743,"LG laptop with Apple M2, 8GB RAM, 128GB SSD, 14-inch display","Apple M2, 8GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Business,LG,Image of LG Model 644,4.6,14,No,3.82,8,128,14-inch,Apple M2
SAM0645,Samsung Model 645,94969,"Samsung laptop with Apple M3, 12GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Convertible,Samsung,Image of Samsung Model 645,4.6,9,Yes,2.44,12,512,15.6-inch,Apple M3
LG0646,LG Model 646,93594,"LG laptop with AMD Ryzen 5, 10GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 13hrs",Convertible,LG,Image of LG Model 646,4.7,13,Yes,2.99,10,256,15.6-inch,AMD Ryzen 5
LEN0647,Lenovo Model 647,74462,"Lenovo laptop with AMD Ryzen 5, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 10hrs",Convertible,Lenovo,Image of Lenovo Model 647,3.9,10,No,2.27,8,256,15.6-inch,AMD Ryzen 5
ACE0648,Acer Model 648,52423,"Acer laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 14-inch, Battery: 8hrs",Business,Acer,Image of Acer Model 648,3.6,8,Yes,3.93,12,256,14-inch,AMD Ryzen 5
APP0649,Apple Model 649,80185,"Apple laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 15.6-inch, Battery: 12hrs",Business,Apple,Image of Apple Model 649,4.6,12,No,2.78,8,256,15.6-inch,AMD Ryzen 7
ASU0650,Asus Model 650,63166,"Asus laptop with Apple M1, 12GB RAM, 128GB SSD, 14-inch display","Apple M1, 12GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Student,Asus,Image of Asus Model 650,4.8,5,No,3.22,12,128,14-inch,Apple M1
HP0651,HP Model 651,95513,"HP laptop with Apple M1, 10GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Gaming,HP,Image of HP Model 651,3.9,7,Yes,3.69,10,128,15.6-inch,Apple M1
APP0652,Apple Model 652,78673,"Apple laptop with Apple M3, 6GB RAM, 256GB SSD, 14-inch display","Apple M3, 6GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Ultrabook,Apple,Image of Apple Model 652,4.1,4,No,4.45,6,256,14-inch,Apple M3
LEN0653,Lenovo Model 653,85407,"Lenovo laptop with Apple M1, 8GB RAM, 512GB SSD, 14-inch display","Apple M1, 8GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Business,Lenovo,Image of Lenovo Model 653,4.2,9,Yes,3.5,8,512,14-inch,Apple M1
MSI0654,MSI Model 654,82233,"MSI laptop with Apple M1, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Convertible,MSI,Image of MSI Model 654,4.6,7,Yes,4.39,8,128,15.6-inch,Apple M1
DEL0655,Dell Model 655,90866,"Dell laptop with Intel i7, 6GB RAM, 512GB SSD, 14-inch display","Intel i7, 6GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Workstation,Dell,Image of Dell Model 655,4.3,8,No,1.88,6,512,14-inch,Intel i7
MIC0656,Microsoft Model 656,73287,"Microsoft laptop with Apple M1, 12GB RAM, 256GB SSD, 14-inch display","Apple M1, 12GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Business,Microsoft,Image of Microsoft Model 656,4.4,9,Yes,2.6,12,256,14-inch,Apple M1
HP0657,HP Model 657,41266,"HP laptop with Intel i5, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,HP,Image of HP Model 657,4.1,7,No,1.49,10,128,15.6-inch,Intel i5
ACE0658,Acer Model 658,31800,"Acer laptop with Apple M1, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Ultrabook,Acer,Image of Acer Model 658,3.9,6,No,3.62,10,256,15.6-inch,Apple M1
ACE0659,Acer Model 659,87264,"Acer laptop with Intel i5, 4GB RAM, 256GB SSD, 14-inch display","Intel i5, 4GB RAM, 256GB SSD, 14-inch, Battery: 8hrs",Workstation,Acer,Image of Acer Model 659,4.5,8,No,1.63,4,256,14-inch,Intel i5
SAM0660,Samsung Model 660,28625,"Samsung laptop with Intel i5, 4GB RAM, 128GB SSD, 14-inch display","Intel i5, 4GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Business,Samsung,Image of Samsung Model 660,3.7,6,Yes,2.13,4,128,14-inch,Intel i5
MIC0661,Microsoft Model 661,45188,"Microsoft laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,Microsoft,Image of Microsoft Model 661,3.6,5,No,4.37,12,512,14-inch,AMD Ryzen 5
MSI0662,MSI Model 662,22654,"MSI laptop with Intel i3, 10GB RAM, 128GB SSD, 14-inch display","Intel i3, 10GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Student,MSI,Image of MSI Model 662,3.8,14,Yes,1.75,10,128,14-inch,Intel i3
HP0663,HP Model 663,55691,"HP laptop with AMD Ryzen 7, 12GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Workstation,HP,Image of HP Model 663,4.8,9,No,4.42,12,512,15.6-inch,AMD Ryzen 7
MSI0664,MSI Model 664,85753,"MSI laptop with Apple M1, 8GB RAM, 128GB SSD, 14-inch display","Apple M1, 8GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Student,MSI,Image of MSI Model 664,4.1,6,No,2.0,8,128,14-inch,Apple M1
ASU0665,Asus Model 665,71018,"Asus laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Student,Asus,Image of Asus Model 665,3.5,6,No,3.84,12,128,14-inch,Intel i7
LEN0666,Lenovo Model 666,60831,"Lenovo laptop with AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Workstation,Lenovo,Image of Lenovo Model 666,4.8,5,No,3.32,10,512,14-inch,AMD Ryzen 7
MIC0667,Microsoft Model 667,51627,"Microsoft laptop with Intel i5, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Gaming,Microsoft,Image of Microsoft Model 667,3.6,6,No,2.33,6,512,15.6-inch,Intel i5
ASU0668,Asus Model 668,19235,"Asus laptop with Intel i7, 12GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Convertible,Asus,Image of Asus Model 668,3.8,10,Yes,2.56,12,128,15.6-inch,Intel i7
HP0669,HP Model 669,90679,"HP laptop with Apple M3, 12GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 14hrs",Gaming,HP,Image of HP Model 669,3.9,14,Yes,3.34,12,256,15.6-inch,Apple M3
LG0670,LG Model 670,46756,"LG laptop with Intel i7, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Business,LG,Image of LG Model 670,4.4,13,Yes,4.33,10,512,15.6-inch,Intel i7
MSI0671,MSI Model 671,80763,"MSI laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Gaming,MSI,Image of MSI Model 671,3.5,4,No,2.82,6,512,15.6-inch,AMD Ryzen 7
ACE0672,Acer Model 672,72801,"Acer laptop with Apple M1, 6GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Ultrabook,Acer,Image of Acer Model 672,5.0,9,No,4.13,6,128,15.6-inch,Apple M1
APP0673,Apple Model 673,33467,"Apple laptop with Intel i3, 8GB RAM, 128GB SSD, 14-inch display","Intel i3, 8GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Business,Apple,Image of Apple Model 673,3.6,8,No,3.51,8,128,14-inch,Intel i3
DEL0674,Dell Model 674,55106,"Dell laptop with Intel i7, 6GB RAM, 256GB SSD, 14-inch display","Intel i7, 6GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Business,Dell,Image of Dell Model 674,3.9,11,No,3.33,6,256,14-inch,Intel i7
HP0675,HP Model 675,95490,"HP laptop with Apple M1, 12GB RAM, 512GB SSD, 14-inch display","Apple M1, 12GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,HP,Image of HP Model 675,3.7,5,Yes,1.84,12,512,14-inch,Apple M1
ACE0676,Acer Model 676,34733,"Acer laptop with Intel i3, 12GB RAM, 128GB SSD, 14-inch display","Intel i3, 12GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Business,Acer,Image of Acer Model 676,4.9,6,No,2.55,12,128,14-inch,Intel i3
LG0677,LG Model 677,71459,"LG laptop with Apple M3, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Ultrabook,LG,Image of LG Model 677,4.3,10,No,4.23,8,512,15.6-inch,Apple M3
MIC0678,Microsoft Model 678,86417,"Microsoft laptop with AMD Ryzen 5, 4GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Student,Microsoft,Image of Microsoft Model 678,3.8,7,Yes,2.39,4,512,15.6-inch,AMD Ryzen 5
APP0679,Apple Model 679,48861,"Apple laptop with Apple M1, 10GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Ultrabook,Apple,Image of Apple Model 679,3.8,4,No,3.79,10,512,15.6-inch,Apple M1
DEL0680,Dell Model 680,97282,"Dell laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Student,Dell,Image of Dell Model 680,4.9,13,No,3.57,12,512,14-inch,AMD Ryzen 5
HP0681,HP Model 681,37263,"HP laptop with Intel i5, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 11hrs",Convertible,HP,Image of HP Model 681,3.6,11,No,2.23,6,512,15.6-inch,Intel i5
MSI0682,MSI Model 682,73934,"MSI laptop with AMD Ryzen 5, 4GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 5hrs",Business,MSI,Image of MSI Model 682,3.7,5,No,1.93,4,512,15.6-inch,AMD Ryzen 5
MIC0683,Microsoft Model 683,51732,"Microsoft laptop with AMD Ryzen 5, 6GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 6GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Gaming,Microsoft,Image of Microsoft Model 683,3.9,9,No,2.86,6,256,14-inch,AMD Ryzen 5
MIC0684,Microsoft Model 684,73652,"Microsoft laptop with Apple M1, 4GB RAM, 256GB SSD, 14-inch display","Apple M1, 4GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Workstation,Microsoft,Image of Microsoft Model 684,4.8,4,Yes,2.86,4,256,14-inch,Apple M1
SAM0685,Samsung Model 685,78546,"Samsung laptop with Intel i7, 4GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Ultrabook,Samsung,Image of Samsung Model 685,4.4,9,Yes,3.41,4,256,15.6-inch,Intel i7
MSI0686,MSI Model 686,80072,"MSI laptop with Apple M2, 8GB RAM, 512GB SSD, 14-inch display","Apple M2, 8GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Student,MSI,Image of MSI Model 686,3.9,6,No,3.11,8,512,14-inch,Apple M2
